Number Atom1 Atom2 Atom3 Angle
716 S1 Cu21 As1 111.4(2)
717 Cu21 Cu21 Cu21 120.0(3)
718 Cu21 Cu21 Cu2 68.9
719 Cu21 Cu21 Cu21 60.0(2)
720 Cu21 Cu21 As1 66.0(2)
721 Cu21 Cu21 Cu2 99.5
722 Cu21 Cu21 Cu21 120.0(3)
723 Cu21 Cu21 As1 172.7(2)
724 Cu2 Cu21 Cu21 20.5
725 Cu2 Cu21 As1 86.4
726 Cu21 Cu21 As1 66.0(2)
727 Cu2 S1 Cu21 26.3
728 Cu2 S1 As1 113.25
729 Cu2 S1 Cu1 115.90
730 Cu2 S1 Cu21 26.3
731 Cu2 S1 Cu1 115.90
732 Cu21 S1 As1 110.0(1)
733 Cu21 S1 Cu1 137.9
734 Cu21 S1 Cu21 52.5(1)
735 Cu21 S1 Cu1 93.1
736 As1 S1 Cu1 104.08
737 As1 S1 Cu21 110.0(1)
738 As1 S1 Cu1 104.08
739 Cu1 S1 Cu21 93.1
740 Cu1 S1 Cu1 102.06
741 Cu21 S1 Cu1 137.9
742 S1 As1 S1 99.62(4)
743 S1 As1 S1 99.62(4)
744 S1 As1 Cu21 102.1(1)
745 S1 As1 Cu21 146.1(1)
746 S1 As1 Cu21 102.1(1)
747 S1 As1 S1 99.62(4)
748 S1 As1 Cu21 146.1(1)
749 S1 As1 Cu21 102.1(1)
750 S1 As1 Cu21 102.1(1)
751 S1 As1 Cu21 102.1(1)
752 S1 As1 Cu21 102.1(1)
753 S1 As1 Cu21 146.1(1)
754 Cu21 As1 Cu21 48.0(1)
755 Cu21 As1 Cu21 48.0(1)
756 Cu21 As1 Cu21 48.0(1)
757 Cu2 S1 Cu21 26.3
758 Cu2 S1 As1 113.25
759 Cu2 S1 Cu21 26.3
760 Cu2 S1 Cu1 115.90
761 Cu2 S1 Cu1 115.90
762 Cu21 S1 As1 110.0(1)
763 Cu21 S1 Cu21 52.5(1)
764 Cu21 S1 Cu1 137.9
765 Cu21 S1 Cu1 93.1
766 As1 S1 Cu21 110.0(1)
767 As1 S1 Cu1 104.08
768 As1 S1 Cu1 104.08
769 Cu21 S1 Cu1 93.1
770 Cu21 S1 Cu1 137.9
771 Cu1 S1 Cu1 102.06
772 As1 S1 Cu2 113.25
773 As1 S1 Cu21 110.0(1)
774 As1 S1 Cu21 110.0(1)
775 As1 S1 Cu1 104.08
776 As1 S1 Cu1 104.08
777 Cu2 S1 Cu21 26.3
778 Cu2 S1 Cu21 26.3
779 Cu2 S1 Cu1 115.90
780 Cu2 S1 Cu1 115.90
781 Cu21 S1 Cu21 52.5(1)
782 Cu21 S1 Cu1 137.9
783 Cu21 S1 Cu1 93.1
784 Cu21 S1 Cu1 93.1
785 Cu21 S1 Cu1 137.9
786 Cu1 S1 Cu1 102.06
787 S1 Cu1 S1 109.13
788 S1 Cu1 S1 109.64
789 S1 Cu1 S1 109.64
790 S1 Cu1 S1 109.64
791 S1 Cu1 S1 109.64
792 S1 Cu1 S1 109.13
793 S2 Cu21 S1 108.7
794 S2 Cu21 Cu2 65.0
795 S2 Cu21 Cu21 62.8
796 S2 Cu21 S1 108.7
797 S2 Cu21 Cu2 50.5
798 S2 Cu21 Cu21 66.4
799 S2 Cu21 Cu2 50.5
800 S2 Cu21 Cu21 66.4
801 S2 Cu21 As1 124.5
802 S1 Cu21 Cu2 62.3
803 S1 Cu21 Cu21 63.7(1)
804 S1 Cu21 S1 85.2(1)
805 S1 Cu21 Cu2 159.1
806 S1 Cu21 Cu21 167.3(2)
807 S1 Cu21 Cu2 98.8
808 S1 Cu21 Cu21 107.4(2)
809 S1 Cu21 As1 111.4(2)
810 Cu2 Cu21 Cu21 2.3
811 Cu2 Cu21 S1 62.3
812 Cu2 Cu21 Cu2 101.4
813 Cu2 Cu21 Cu21 121.8
814 Cu2 Cu21 Cu2 101.4
815 Cu2 Cu21 Cu21 121.8
816 Cu2 Cu21 As1 170.5
817 Cu21 Cu21 S1 63.7(1)
818 Cu21 Cu21 Cu2 99.5
819 Cu21 Cu21 Cu21 120.0(3)
820 Cu21 Cu21 Cu2 99.5
821 Cu21 Cu21 Cu21 120.0(3)
822 Cu21 Cu21 As1 172.7(2)
823 S1 Cu21 Cu2 98.8
824 S1 Cu21 Cu21 107.4(2)
825 S1 Cu21 Cu2 159.1
826 S1 Cu21 Cu21 167.3(2)
827 S1 Cu21 As1 111.4(2)
828 Cu2 Cu21 Cu21 20.5
829 Cu2 Cu21 Cu2 70.5
830 Cu2 Cu21 Cu21 68.9
831 Cu2 Cu21 As1 86.4
832 Cu21 Cu21 Cu2 68.9
833 Cu21 Cu21 Cu21 60.0(2)
834 Cu21 Cu21 As1 66.0(2)
835 Cu2 Cu21 Cu21 20.5
836 Cu2 Cu21 As1 86.4
837 Cu21 Cu21 As1 66.0(2)
838 S1 Cu1 S1 109.13
839 S1 Cu1 S1 109.64
840 S1 Cu1 S1 109.64
841 S1 Cu1 S1 109.64
842 S1 Cu1 S1 109.64
843 S1 Cu1 S1 109.13
844 S2 Cu21 S1 108.7
845 S2 Cu21 Cu2 65.0
846 S2 Cu21 Cu21 62.8
847 S2 Cu21 Cu2 50.5
848 S2 Cu21 S1 108.7
849 S2 Cu21 Cu21 66.4
850 S2 Cu21 Cu2 50.5
851 S2 Cu21 Cu21 66.4
852 S2 Cu21 As1 124.5
853 S1 Cu21 Cu2 62.3
854 S1 Cu21 Cu21 63.7(1)
855 S1 Cu21 Cu2 159.1
856 S1 Cu21 S1 85.2(1)
857 S1 Cu21 Cu21 167.3(2)
858 S1 Cu21 Cu2 98.8
859 S1 Cu21 Cu21 107.4(2)
860 S1 Cu21 As1 111.4(2)
861 Cu2 Cu21 Cu21 2.3
862 Cu2 Cu21 Cu2 101.4
863 Cu2 Cu21 S1 62.3
864 Cu2 Cu21 Cu21 121.8
865 Cu2 Cu21 Cu2 101.4
866 Cu2 Cu21 Cu21 121.8
867 Cu2 Cu21 As1 170.5
868 Cu21 Cu21 Cu2 99.5
869 Cu21 Cu21 S1 63.7(1)
870 Cu21 Cu21 Cu21 120.0(3)
871 Cu21 Cu21 Cu2 99.5
872 Cu21 Cu21 Cu21 120.0(3)
873 Cu21 Cu21 As1 172.7(2)
874 Cu2 Cu21 S1 98.8
875 Cu2 Cu21 Cu21 20.5
876 Cu2 Cu21 Cu2 70.5
877 Cu2 Cu21 Cu21 68.9
878 Cu2 Cu21 As1 86.4
879 S1 Cu21 Cu21 107.4(2)
880 S1 Cu21 Cu2 159.1
881 S1 Cu21 Cu21 167.3(2)
882 S1 Cu21 As1 111.4(2)
883 Cu21 Cu21 Cu2 68.9
884 Cu21 Cu21 Cu21 60.0(2)
885 Cu21 Cu21 As1 66.0(2)
886 Cu2 Cu21 Cu21 20.5
887 Cu2 Cu21 As1 86.4
888 Cu21 Cu21 As1 66.0(2)
889 S2 Cu21 S1 108.7
890 S2 Cu21 Cu2 50.5
891 S2 Cu21 Cu2 65.0
892 S2 Cu21 Cu21 62.8
893 S2 Cu21 S1 108.7
894 S2 Cu21 Cu21 66.4
895 S2 Cu21 Cu2 50.5
896 S2 Cu21 Cu21 66.4
897 S2 Cu21 As1 124.5
898 S1 Cu21 Cu2 159.1
899 S1 Cu21 Cu2 62.3
900 S1 Cu21 Cu21 63.7(1)
901 S1 Cu21 S1 85.2(1)
902 S1 Cu21 Cu21 167.3(2)
903 S1 Cu21 Cu2 98.8
904 S1 Cu21 Cu21 107.4(2)
905 S1 Cu21 As1 111.4(2)
906 Cu2 Cu21 Cu2 101.4
907 Cu2 Cu21 Cu21 99.5
908 Cu2 Cu21 S1 98.8
909 Cu2 Cu21 Cu21 20.5
910 Cu2 Cu21 Cu2 70.5
911 Cu2 Cu21 Cu21 68.9
912 Cu2 Cu21 As1 86.4
913 Cu2 Cu21 Cu21 2.3
914 Cu2 Cu21 S1 62.3
915 Cu2 Cu21 Cu21 121.8
916 Cu2 Cu21 Cu2 101.4
917 Cu2 Cu21 Cu21 121.8
918 Cu2 Cu21 As1 170.5
919 Cu21 Cu21 S1 63.7(1)
920 Cu21 Cu21 Cu21 120.0(3)
921 Cu21 Cu21 Cu2 99.5
922 Cu21 Cu21 Cu21 120.0(3)
923 Cu21 Cu21 As1 172.7(2)
924 S1 Cu21 Cu21 107.4(2)
925 S1 Cu21 Cu2 159.1
926 S1 Cu21 Cu21 167.3(2)
927 S1 Cu21 As1 111.4(2)
928 Cu21 Cu21 Cu2 68.9
929 Cu21 Cu21 Cu21 60.0(2)
930 Cu21 Cu21 As1 66.0(2)
931 Cu2 Cu21 Cu21 20.5
932 Cu2 Cu21 As1 86.4
933 Cu21 Cu21 As1 66.0(2)
934 S2 Cu2 Cu21 58.3
935 S2 Cu2 S1 130.1
936 S2 Cu2 Cu21 58.3
937 S2 Cu2 S1 130.1
938 S2 Cu2 Cu21 58.3
939 S2 Cu2 Cu21 58.3
940 S2 Cu2 Cu21 87.7
941 S2 Cu2 Cu21 87.7
942 Cu21 Cu2 S1 93.6
943 Cu21 Cu2 Cu21 42.2
944 Cu21 Cu2 S1 127.8
945 Cu21 Cu2 Cu21 116.7
946 Cu21 Cu2 Cu21 100.9
947 Cu21 Cu2 Cu21 138.6
948 Cu21 Cu2 Cu21 37.7
949 S1 Cu2 Cu21 127.8
950 S1 Cu2 S1 99.8
951 S1 Cu2 Cu21 127.8
952 S1 Cu2 Cu21 93.6
953 S1 Cu2 Cu21 91.5
954 S1 Cu2 Cu21 91.5
955 Cu21 Cu2 S1 93.6
956 Cu21 Cu2 Cu21 100.9
957 Cu21 Cu2 Cu21 116.7
958 Cu21 Cu2 Cu21 138.6
959 Cu21 Cu2 Cu21 37.7
960 S1 Cu2 Cu21 93.6
961 S1 Cu2 Cu21 127.8
962 S1 Cu2 Cu21 91.5
963 S1 Cu2 Cu21 91.5
964 Cu21 Cu2 Cu21 42.2
965 Cu21 Cu2 Cu21 37.7
966 Cu21 Cu2 Cu21 138.6
967 Cu21 Cu2 Cu21 37.7
968 Cu21 Cu2 Cu21 138.6
969 Cu21 Cu2 Cu21 175.5
970 S2 Cu21 S1 108.7
971 S2 Cu21 S1 108.7
972 S2 Cu21 Cu2 50.5
973 S2 Cu21 Cu2 50.5
974 S2 Cu21 Cu21 66.4
975 S2 Cu21 Cu21 66.4
976 S2 Cu21 Cu2 65.0
977 S2 Cu21 Cu21 62.8
978 S2 Cu21 As1 124.5
979 S1 Cu21 S1 85.2(1)
980 S1 Cu21 Cu2 159.1
981 S1 Cu21 Cu2 98.8
982 S1 Cu21 Cu21 167.3(2)
983 S1 Cu21 Cu21 107.4(2)
984 S1 Cu21 Cu2 62.3
985 S1 Cu21 Cu21 63.7(1)
986 S1 Cu21 As1 111.4(2)
987 S1 Cu21 Cu2 98.8
988 S1 Cu21 Cu2 159.1
989 S1 Cu21 Cu21 107.4(2)
990 S1 Cu21 Cu21 167.3(2)
991 S1 Cu21 Cu2 62.3
992 S1 Cu21 Cu21 63.7(1)
993 S1 Cu21 As1 111.4(2)
994 Cu2 Cu21 Cu2 70.5
995 Cu2 Cu21 Cu21 20.5
996 Cu2 Cu21 Cu21 68.9
997 Cu2 Cu21 Cu2 101.4
998 Cu2 Cu21 Cu21 99.5
999 Cu2 Cu21 As1 86.4
1000 Cu2 Cu21 Cu21 68.9
1001 Cu2 Cu21 Cu21 20.5
1002 Cu2 Cu21 Cu2 101.4
1003 Cu2 Cu21 Cu21 99.5
1004 Cu2 Cu21 As1 86.4
1005 Cu21 Cu21 Cu21 60.0(2)
1006 Cu21 Cu21 Cu2 121.8
1007 Cu21 Cu21 Cu21 120.0(3)
1008 Cu21 Cu21 As1 66.0(2)
1009 Cu21 Cu21 Cu2 121.8
1010 Cu21 Cu21 Cu21 120.0(3)
1011 Cu21 Cu21 As1 66.0(2)
1012 Cu2 Cu21 Cu21 2.3
1013 Cu2 Cu21 As1 170.5
1014 Cu21 Cu21 As1 172.7(2)
1015 Cu21 Cu2 S2 58.3
1016 Cu21 Cu2 S1 93.6
1017 Cu21 Cu2 Cu21 42.2
1018 Cu21 Cu2 Cu21 116.7
1019 Cu21 Cu2 S1 127.8
1020 Cu21 Cu2 Cu21 100.9
1021 Cu21 Cu2 Cu21 37.7
1022 Cu21 Cu2 Cu21 138.6
1023 S2 Cu2 S1 130.1
1024 S2 Cu2 Cu21 58.3
1025 S2 Cu2 Cu21 58.3
1026 S2 Cu2 S1 130.1
1027 S2 Cu2 Cu21 58.3
1028 S2 Cu2 Cu21 87.7
1029 S2 Cu2 Cu21 87.7
1030 S1 Cu2 Cu21 127.8
1031 S1 Cu2 Cu21 127.8
1032 S1 Cu2 S1 99.8
1033 S1 Cu2 Cu21 93.6
1034 S1 Cu2 Cu21 91.5
1035 S1 Cu2 Cu21 91.5
1036 Cu21 Cu2 Cu21 100.9
1037 Cu21 Cu2 S1 93.6
1038 Cu21 Cu2 Cu21 116.7
1039 Cu21 Cu2 Cu21 37.7
1040 Cu21 Cu2 Cu21 138.6
1041 Cu21 Cu2 S1 93.6
1042 Cu21 Cu2 Cu21 42.2
1043 Cu21 Cu2 Cu21 138.6
1044 Cu21 Cu2 Cu21 37.7
1045 S1 Cu2 Cu21 127.8
1046 S1 Cu2 Cu21 91.5
1047 S1 Cu2 Cu21 91.5
1048 Cu21 Cu2 Cu21 138.6
1049 Cu21 Cu2 Cu21 37.7
1050 Cu21 Cu2 Cu21 175.5
1051 Cu2 Cu21 Cu21 20.5
1052 Cu2 Cu21 S2 50.5
1053 Cu2 Cu21 S1 98.8
1054 Cu2 Cu21 Cu2 70.5
1055 Cu2 Cu21 Cu21 68.9
1056 Cu2 Cu21 S1 159.1
1057 Cu2 Cu21 Cu2 101.4
1058 Cu2 Cu21 Cu21 99.5
1059 Cu2 Cu21 As1 86.4
1060 Cu21 Cu21 S2 66.4
1061 Cu21 Cu21 S1 107.4(2)
1062 Cu21 Cu21 Cu2 68.9
1063 Cu21 Cu21 Cu21 60.0(2)
1064 Cu21 Cu21 S1 167.3(2)
1065 Cu21 Cu21 Cu2 121.8
1066 Cu21 Cu21 Cu21 120.0(3)
1067 Cu21 Cu21 As1 66.0(2)
1068 S2 Cu21 S1 108.7
1069 S2 Cu21 Cu2 50.5
1070 S2 Cu21 Cu21 66.4
1071 S2 Cu21 S1 108.7
1072 S2 Cu21 Cu2 65.0
1073 S2 Cu21 Cu21 62.8
1074 S2 Cu21 As1 124.5
1075 S1 Cu21 Cu2 159.1
1076 S1 Cu21 Cu21 167.3(2)
1077 S1 Cu21 S1 85.2(1)
1078 S1 Cu21 Cu2 62.3
1079 S1 Cu21 Cu21 63.7(1)
1080 S1 Cu21 As1 111.4(2)
1081 Cu2 Cu21 Cu21 20.5
1082 Cu2 Cu21 S1 98.8
1083 Cu2 Cu21 Cu2 101.4
1084 Cu2 Cu21 Cu21 99.5
1085 Cu2 Cu21 As1 86.4
1086 Cu21 Cu21 S1 107.4(2)
1087 Cu21 Cu21 Cu2 121.8
1088 Cu21 Cu21 Cu21 120.0(3)
1089 Cu21 Cu21 As1 66.0(2)
1090 S1 Cu21 Cu2 62.3
1091 S1 Cu21 Cu21 63.7(1)
1092 S1 Cu21 As1 111.4(2)
1093 Cu2 Cu21 Cu21 2.3
1094 Cu2 Cu21 As1 170.5
1095 Cu21 Cu21 As1 172.7(2)
1096 Cu2 Cu21 S2 50.5
1097 Cu2 Cu21 Cu2 70.5
1098 Cu2 Cu21 Cu21 68.9
1099 Cu2 Cu21 S1 159.1
1100 Cu2 Cu21 Cu21 20.5
1101 Cu2 Cu21 S1 98.8
1102 Cu2 Cu21 Cu2 101.4
1103 Cu2 Cu21 Cu21 99.5
1104 Cu2 Cu21 As1 86.4
1105 S2 Cu21 Cu2 50.5
1106 S2 Cu21 Cu21 66.4
1107 S2 Cu21 S1 108.7
1108 S2 Cu21 Cu21 66.4
1109 S2 Cu21 S1 108.7
1110 S2 Cu21 Cu2 65.0
1111 S2 Cu21 Cu21 62.8
1112 S2 Cu21 As1 124.5
1113 Cu2 Cu21 Cu21 20.5
1114 Cu2 Cu21 S1 98.8
1115 Cu2 Cu21 Cu21 68.9
1116 Cu2 Cu21 S1 159.1
1117 Cu2 Cu21 Cu2 101.4
1118 Cu2 Cu21 Cu21 99.5
1119 Cu2 Cu21 As1 86.4
1120 Cu21 Cu21 S1 107.4(2)
1121 Cu21 Cu21 Cu21 60.0(2)
1122 Cu21 Cu21 S1 167.3(2)
1123 Cu21 Cu21 Cu2 121.8
1124 Cu21 Cu21 Cu21 120.0(3)
1125 Cu21 Cu21 As1 66.0(2)
1126 S1 Cu21 Cu21 167.3(2)
1127 S1 Cu21 S1 85.2(1)
1128 S1 Cu21 Cu2 62.3
1129 S1 Cu21 Cu21 63.7(1)
1130 S1 Cu21 As1 111.4(2)
1131 Cu21 Cu21 S1 107.4(2)
1132 Cu21 Cu21 Cu2 121.8
1133 Cu21 Cu21 Cu21 120.0(3)
1134 Cu21 Cu21 As1 66.0(2)
1135 S1 Cu21 Cu2 62.3
1136 S1 Cu21 Cu21 63.7(1)
1137 S1 Cu21 As1 111.4(2)
1138 Cu2 Cu21 Cu21 2.3
1139 Cu2 Cu21 As1 170.5
1140 Cu21 Cu21 As1 172.7(2)
1141 S2 Cu21 S1 108.7
1142 S2 Cu21 Cu2 50.5
1143 S2 Cu21 Cu2 50.5
1144 S2 Cu21 Cu21 66.4
1145 S2 Cu21 S1 108.7
1146 S2 Cu21 Cu21 66.4
1147 S2 Cu21 Cu2 65.0
1148 S2 Cu21 Cu21 62.8
1149 S2 Cu21 As1 124.5
1150 S1 Cu21 Cu2 98.8
1151 S1 Cu21 Cu2 159.1
1152 S1 Cu21 Cu21 167.3(2)
1153 S1 Cu21 S1 85.2(1)
1154 S1 Cu21 Cu21 107.4(2)
1155 S1 Cu21 Cu2 62.3
1156 S1 Cu21 Cu21 63.7(1)
1157 S1 Cu21 As1 111.4(2)
1158 Cu2 Cu21 Cu2 70.5
1159 Cu2 Cu21 Cu21 68.9
1160 Cu2 Cu21 S1 159.1
1161 Cu2 Cu21 Cu21 20.5
1162 Cu2 Cu21 Cu2 101.4
1163 Cu2 Cu21 Cu21 99.5
1164 Cu2 Cu21 As1 86.4
1165 Cu2 Cu21 Cu21 20.5
1166 Cu2 Cu21 S1 98.8
1167 Cu2 Cu21 Cu21 68.9
1168 Cu2 Cu21 Cu2 101.4
1169 Cu2 Cu21 Cu21 99.5
1170 Cu2 Cu21 As1 86.4
1171 Cu21 Cu21 S1 107.4(2)
1172 Cu21 Cu21 Cu21 60.0(2)
1173 Cu21 Cu21 Cu2 121.8
1174 Cu21 Cu21 Cu21 120.0(3)
1175 Cu21 Cu21 As1 66.0(2)
1176 S1 Cu21 Cu21 167.3(2)
1177 S1 Cu21 Cu2 62.3
1178 S1 Cu21 Cu21 63.7(1)
1179 S1 Cu21 As1 111.4(2)
1180 Cu21 Cu21 Cu2 121.8
1181 Cu21 Cu21 Cu21 120.0(3)
1182 Cu21 Cu21 As1 66.0(2)
1183 Cu2 Cu21 Cu21 2.3
1184 Cu2 Cu21 As1 170.5
1185 Cu21 Cu21 As1 172.7(2)
1186 As1 Cu21 Cu21 66.0(2)
1187 As1 Cu21 Cu21 66.0(2)
1188 Cu21 Cu21 Cu21 60.0(2)
1189 As1 Cu21 Cu21 66.0(2)
1190 As1 Cu21 Cu21 66.0(2)
1191 Cu21 Cu21 Cu21 60.0(2)
1192 As1 Cu21 Cu21 66.0(2)
1193 As1 Cu21 Cu21 66.0(2)
1194 Cu21 Cu21 Cu21 60.0(2)
1195 As1 Cu21 Cu21 66.0(2)
1196 As1 Cu21 Cu21 66.0(2)
1197 Cu21 Cu21 Cu21 60.0(2)
1198 As1 Cu21 Cu21 66.0(2)
1199 As1 Cu21 Cu21 66.0(2)
1200 As1 Cu21 S1 111.4(2)
1201 Cu21 Cu21 Cu21 60.0(2)
1202 Cu21 Cu21 S1 167.3(2)
1203 Cu21 Cu21 S1 107.4(2)
1204 As1 Cu21 Cu21 66.0(2)
1205 As1 Cu21 Cu21 66.0(2)
1206 Cu21 Cu21 Cu21 60.0(2)
1207 As1 Cu21 Cu21 66.0(2)
1208 As1 Cu21 Cu21 66.0(2)
1209 Cu21 Cu21 Cu21 60.0(2)
1210 As1 Cu21 Cu21 66.0(2)
1211 As1 Cu21 Cu21 66.0(2)
1212 Cu21 Cu21 Cu21 60.0(2)
1213 As1 Cu21 Cu21 66.0(2)
1214 As1 Cu21 Cu21 66.0(2)
1215 As1 Cu21 S1 111.4(2)
1216 As1 Cu21 S1 111.4(2)
1217 Cu21 Cu21 Cu21 60.0(2)
1218 Cu21 Cu21 S1 167.3(2)
1219 Cu21 Cu21 S1 107.4(2)
1220 Cu21 Cu21 S1 107.4(2)
1221 Cu21 Cu21 S1 167.3(2)
1222 S1 Cu21 S1 85.2(1)
1223 As1 Cu21 Cu21 66.0(2)
1224 As1 Cu21 Cu21 66.0(2)
1225 As1 Cu21 S1 111.4(2)
1226 Cu21 Cu21 Cu21 60.0(2)
1227 Cu21 Cu21 S1 107.4(2)
1228 Cu21 Cu21 S1 167.3(2)
1229 As1 Cu21 Cu21 66.0(2)
1230 As1 Cu21 Cu21 66.0(2)
1231 As1 Cu21 S1 111.4(2)
1232 Cu21 Cu21 Cu21 60.0(2)
1233 Cu21 Cu21 S1 107.4(2)
1234 Cu21 Cu21 S1 167.3(2)
1235 As1 Cu21 Cu21 66.0(2)
1236 As1 Cu21 Cu21 66.0(2)
1237 As1 Cu21 S1 111.4(2)
1238 Cu21 Cu21 Cu21 60.0(2)
1239 Cu21 Cu21 S1 167.3(2)
1240 Cu21 Cu21 S1 107.4(2)
1241 Cu1 S1 Cu1 102.06
1242 Cu1 S1 Cu1 102.06
1243 Cu1 S1 Cu1 102.06
1244 Cu1 S1 Cu1 102.06
1245 Cu1 S1 Cu1 102.06
1246 Cu1 S1 Cu1 102.06
1247 Cu1 S1 As1 104.08
1248 Cu1 S1 Cu1 102.06
1249 As1 S1 Cu1 104.08
1250 Cu1 S1 Cu21 93.1
1251 Cu1 S1 Cu21 93.1
1252 Cu1 S1 Cu21 93.1
1253 Cu1 S1 As1 104.08
1254 Cu1 S1 Cu1 102.06
1255 As1 S1 Cu1 104.08
1256 Cu1 S1 Cu1 102.06
1257 Cu1 S1 As1 104.08
1258 Cu1 S1 As1 104.08
1259 Cu1 S1 As1 104.08
1260 Cu1 S1 Cu1 102.06
1261 As1 S1 Cu1 104.08
1262 Cu1 S1 Cu21 93.1
1263 Cu1 S1 Cu21 93.1
1264 Cu1 S1 As1 104.08
1265 Cu1 S1 Cu1 102.06
1266 As1 S1 Cu1 104.08
1267 Cu1 S1 Cu21 93.1
1268 Cu21 As1 Cu21 48.0(1)
1269 Cu21 As1 Cu21 48.0(1)
1270 Cu21 As1 S1 102.1(1)
1271 Cu21 As1 S1 102.1(1)
1272 Cu21 As1 Cu21 48.0(1)
1273 Cu21 As1 S1 146.1(1)
1274 Cu21 As1 S1 102.1(1)
1275 Cu21 As1 S1 102.1(1)
1276 Cu21 As1 S1 146.1(1)
1277 S1 As1 S1 99.62(4)
1278 Cu21 As1 Cu21 48.0(1)
1279 Cu21 As1 Cu21 48.0(1)
1280 Cu21 As1 S1 102.1(1)
1281 Cu21 As1 Cu21 48.0(1)
1282 Cu21 As1 S1 102.1(1)
1283 Cu21 As1 S1 146.1(1)
1284 Cu21 As1 Cu21 48.0(1)
1285 Cu21 As1 Cu21 48.0(1)
1286 Cu21 As1 S1 102.1(1)
1287 Cu21 As1 Cu21 48.0(1)
1288 Cu21 As1 S1 102.1(1)
1289 Cu21 As1 S1 146.1(1)
1290 Cu21 As1 Cu21 48.0(1)
1291 Cu21 As1 Cu21 48.0(1)
1292 Cu21 As1 S1 102.1(1)
1293 Cu21 As1 Cu21 48.0(1)
1294 Cu21 As1 S1 102.1(1)
1295 Cu21 As1 S1 146.1(1)
1296 S1 Cu1 S1 109.64
1297 S1 Cu1 S1 109.13
1298 S1 Cu1 S1 109.64
1299 S1 Cu1 S1 109.64
1300 S1 Cu1 S1 109.13
1301 S1 Cu1 S1 109.64
1302 S1 Cu1 S1 109.13
1303 S1 Cu1 S1 109.13
1304 S1 Cu1 S1 109.13
1305 S1 Cu1 S1 109.13
1306 S1 Cu1 S1 109.64
